"","PTT.BK","KTC.BK","CPALL.BK","MINT.BK","SCB.BK","KBANK.BK","CPN.BK","AOT.BK"
"2010-02-18",21.799999,1.2,12.1,9.54545,79.5,80,9.35,3.875
"2010-02-19",22.4,1.18,11.95,9.54545,79,79.75,9.15,3.925
"2010-02-22",22.700001,1.2,12.05,9.54545,79.5,80.5,9.3,3.975
"2010-02-23",23.299999,1.21,12.1,9.63636,80.75,83,9.35,4.05
"2010-02-24",23.1,1.2,12.05,9.63636,82.5,84.75,9.3,4.025
"2010-02-25",23.1,1.2,11.85,9.54545,83.5,85.75,9.25,3.975
"2010-02-26",23.200001,1.23,11.8,9.63636,84,86.5,9.45,3.875
"2010-03-02",24.1,1.23,11.9,10.1818,85.75,88.75,9.6,3.9
"2010-03-03",24.200001,1.08,11.95,10.3636,86.5,88,9.9,3.85
"2010-03-04",23.6,1.05,11.8,10.2727,85.75,87.5,9.85,3.825
"2010-03-05",23.1,1.06,11.75,10.0909,86,87.75,9.55,3.775
"2010-03-08",23.5,1.03,11.7,9.90909,84.5,87.75,9.4,3.7
"2010-03-09",23.700001,0.99,11.8,9.90909,83.75,86.25,9.45,3.7
"2010-03-10",23.700001,0.99,12,9.90909,84.5,86.25,9.4,3.65
"2010-03-11",23.700001,0.985,12,10,85,86.75,9.5,3.75
"2010-03-12",24,1,12,10.0909,86.25,88.25,9.6,3.775
"2010-03-15",24,0.995,12.05,10.1818,86.5,88.5,9.8,3.75
"2010-03-16",24.6,1.01,12.15,10.2727,89.25,89.75,10.15,3.85
"2010-03-17",25,1.06,12.3,10.3636,90.25,91.75,10.35,3.925
"2010-03-18",24.700001,1.04,12.35,10.1818,88.75,91.25,10.3,3.85
"2010-03-19",25.1,1.05,12.5,10.2727,93,96,10.3,3.925
"2010-03-22",24.9,1.07,13,10.1818,92,97.5,10.4,3.875
"2010-03-23",25.6,1.08,13,10.4545,91.25,97.25,10.6,3.875
"2010-03-24",25.6,1.07,13.25,10.2727,94,98.75,10.6,3.875
"2010-03-25",25.4,1.06,13.375,10,94,100,10.6,3.875
"2010-03-26",25.1,1.05,13.625,9.90909,93.5,98,10.45,3.85
"2010-03-29",24.700001,1.03,13.5,9.90909,91.25,94.5,10.4,3.775
"2010-03-30",25.5,1.03,13.875,10.1818,93.75,97.75,10.65,3.9
"2010-03-31",26.200001,1.03,13.75,10,92,96.5,10.35,3.825
"2010-04-01",27,1.05,14.125,10.0909,92,97.75,10.4,3.85
"2010-04-02",27.1,1.05,14,10,91.75,97.5,10.3,3.825
"2010-04-05",27.299999,1.05,14.125,9.90909,93,97.75,10.25,3.825
"2010-04-07",27.9,1.03,14.125,9.54545,92.75,102.5,10.2,3.775
"2010-04-08",26.700001,0.995,13.875,9.09091,88.75,96,10,3.6
"2010-04-09",26.9,0.995,14,9.45455,87,97.25,9.75,3.7
"2010-04-12",25.6,0.955,13.75,8.63636,85,92,9.5,3.55
"2010-04-16",24.700001,0.95,13,8.31818,81.5,84.75,9.25,3.375
"2010-04-19",24.5,0.93,13.125,8.22727,82,85.25,9,3.125
"2010-04-20",26,0.97,13.875,8.77273,86.25,91.5,9.5,3.475
"2010-04-21",25.5,0.96,13.75,8.54545,86,91,9.3,3.4
"2010-04-22",25.6,0.955,14,8.63636,85.75,93.25,9.4,3.425
"2010-04-23",25.299999,0.955,14.25,8.68182,83.25,91.75,9.3,3.425
"2010-04-26",25.799999,0.945,14.125,8.59091,83,91.75,9.45,3.475
"2010-04-27",25.6,0.945,14.125,8.5,82,90.75,9.5,3.4
"2010-04-28",25,0.94,14,8.63636,79.5,89.75,9.4,3.375
"2010-04-29",25.1,0.96,14,8.81818,80.5,89.5,9.65,3.375
"2010-04-30",25.700001,0.975,13.875,7.85124,82,90.25,9.85,3.425
"2010-05-04",26.9,1.03,14.875,8.76033,88.5,97.25,10.6,3.7
"2010-05-06",26.299999,1.08,14.5,8.59504,86.25,93.5,10.55,3.725
"2010-05-07",25.6,1.05,14.125,8.22314,83.5,90.25,10.4,3.575
"2010-05-10",25.799999,1.03,14.25,8.22314,85.75,92,10.25,3.575
"2010-05-11",25.4,1.12,14.125,8.34711,84.25,91,10.25,3.575
"2010-05-12",25.5,1.18,14.25,8.42975,85.25,91.25,10.1,3.575
"2010-05-13",25.200001,1.17,14,8.22314,84.5,90,10.05,3.525
"2010-05-14",25.4,1.05,13.5,8.34711,84,90.25,10.25,3.5
"2010-05-17",24.799999,0.99,13.75,7.97521,81,87,9.9,3.4
"2010-05-18",24.9,1.02,13.75,8.01653,81.25,87.25,10,3.475
"2010-05-19",25.1,1.03,13.75,7.97521,82.5,88,10.2,3.425
"2010-05-20",251,10.3,13.75,7.97521,82.5,88,10.2,3.425
"2010-05-21",251,10.3,13.75,7.97521,82.5,88,10.2,3.425
"2010-05-24",24.200001,0.995,13.25,7.56198,80.25,86.5,9.3,3.325
"2010-05-25",23.299999,0.97,13.125,7.31405,79.25,83.75,9.1,3.15
"2010-05-26",23.700001,0.985,14.125,7.43802,78.75,83.5,9.55,3.2
"2010-05-27",24.200001,0.995,13.625,7.7686,79.75,85.5,9.5,3.275
"2010-05-31",24.6,1,13.875,7.7686,81.5,88.25,9.4,3.35
"2010-06-01",24.1,0.99,13.5,7.85124,80,86.25,9.15,3.325
"2010-06-02",24.4,0.995,13.875,7.93388,81.25,86.75,9.25,3.325
"2010-06-03",24.799999,1.02,14.25,8.26446,83.25,89.25,9.3,3.425
"2010-06-04",25.1,1,14.625,8.34711,83.75,90.25,9.3,3.5
"2010-06-07",24.6,1,14.25,8.18182,82.25,88.75,9.35,3.425
"2010-06-08",24.299999,0.99,14.125,8.22314,81.75,88,9.25,3.35
"2010-06-09",24.5,1.01,14.25,8.22314,82.25,88.75,9.4,3.375
"2010-06-10",24.5,1,14,8.34711,82.5,90.25,9.5,3.4
"2010-06-11",24.4,1.06,14.125,8.26446,82.5,91.25,9.4,3.35
"2010-06-14",24.6,1.09,14.25,8.5124,82.75,91.75,9.5,3.425
"2010-06-15",24.5,1.1,14.25,8.34711,82,90.75,9.4,3.425
"2010-06-16",25.1,1.11,14.25,8.34711,83,92.25,9.35,3.55
"2010-06-17",25.1,1.09,14.375,8.42975,83,92.25,9.45,3.55
"2010-06-18",25.200001,1.09,14.375,8.34711,83,93,9.7,3.425
"2010-06-21",25.700001,1.12,14.25,8.67769,85.25,95.25,9.95,3.525
"2010-06-22",25.5,1.1,14.25,8.59504,84.5,94.5,10.15,3.55
"2010-06-23",25.4,1.11,14.625,8.67769,84,93.5,10.25,3.525
"2010-06-24",25,1.09,14.125,8.42975,82,90.25,9.9,3.45
"2010-06-25",25,1.09,14.375,8.42975,82,91,10,3.425
"2010-06-28",25.4,1.1,14.375,8.5124,82.5,91.75,10.05,3.475
"2010-06-29",25,1.08,14.375,8.26446,82,92,10.05,3.425
"2010-06-30",24.6,1.07,14.375,8.34711,81.25,90.75,10,3.4
"2010-07-02",24.6,1.07,14.25,8.5124,81.5,90.5,9.95,3.4
"2010-07-05",24.4,1.08,14.125,8.5124,81.75,90.5,9.9,3.45
"2010-07-06",25,1.1,14.25,8.84298,83.25,91.5,9.8,3.475
"2010-07-07",24.700001,1.09,14.625,9.00826,82.5,91.25,9.85,3.55
"2010-07-08",24.700001,1.12,14.75,8.84298,83.5,92.25,10.05,3.55
"2010-07-09",24.799999,1.18,14.5,9.00826,83.25,93.25,10.15,3.625
"2010-07-12",24.6,1.16,14.75,9.09091,82.75,94.25,10.05,3.7
"2010-07-13",24.700001,1.18,14.875,8.92562,84,93,9.9,3.825
"2010-07-14",24.6,1.18,14.625,8.92562,83.5,93.25,9.95,3.75
"2010-07-15",24.6,1.17,14.625,8.92562,84,92.5,10.1,3.75
"2010-07-16",24.6,1.25,14.875,8.92562,84.75,94.25,10.05,3.775
"2010-07-19",24.700001,1.34,14.75,8.84298,84,93.75,10.25,3.8
"2010-07-20",24.6,1.33,14.625,8.67769,83.75,93.75,10.35,3.8
"2010-07-21",24.5,1.34,15.375,8.84298,83.75,94.75,11.2,3.8
"2010-07-22",24.200001,1.33,15.25,8.92562,84.25,96,11.25,3.9
"2010-07-23",24.700001,1.33,15.875,9.00826,86.25,98.5,11.15,3.9
"2010-07-27",25.5,1.31,15.5,9.09091,91,105,11.45,3.9
"2010-07-28",25.6,1.25,15.375,9.00826,90.5,102,11.45,3.925
"2010-07-29",25.6,1.26,15.75,9.17355,90.25,103.5,11.4,3.875
"2010-07-30",25.4,1.28,16.125,9.09091,89,100,11.4,3.875
"2010-08-02",25.700001,1.3,16,9.00826,90,101.5,11.55,3.925
"2010-08-03",25.799999,1.31,16,9.09091,90.5,102,11.5,3.925
"2010-08-04",25.9,1.34,15.875,9.09091,91.75,103.5,11.4,3.825
"2010-08-05",26.1,1.34,16,9.42149,93,106.5,11.5,3.8
"2010-08-06",25.9,1.33,16,9.33884,93.5,104.5,11.65,3.8
"2010-08-09",25.6,1.32,15.875,9.42149,92.75,103.5,12.4,3.95
"2010-08-10",25.1,1.3,15.875,9.2562,90.25,101.5,12.15,3.975
"2010-08-11",25,1.29,16.25,9.2562,90.75,102.5,12.35,3.925
"2010-08-16",25.5,1.33,17.375,9.00826,89.25,100,12.5,3.85
"2010-08-17",25.700001,1.26,17.625,9.00826,91,102,12.1,3.925
"2010-08-18",26,1.29,17.625,9.2562,92.75,103.5,12.4,3.975
"2010-08-19",26.6,1.29,17.625,9.2562,93.5,105,12.4,4
"2010-08-20",26.6,1.29,17.75,9.42149,93.25,106.5,12.75,4.05
"2010-08-23",26.4,1.27,17.875,9.33884,93.5,108,13.875,4
"2010-08-24",25.799999,1.24,17.875,9.2562,93.75,109,13.75,3.9
"2010-08-25",25.700001,1.22,17.875,9.17355,93,105.5,14.25,3.9
"2010-08-26",25.799999,1.24,18.375,9.58678,92,103.5,14.13,3.9
"2010-08-27",25.799999,1.25,20,10.0826,92,106,14.25,3.875
"2010-08-30",26.299999,1.28,20,10.0826,94,108.5,15.375,3.95
"2010-08-31",26.5,1.31,19.875,9.83471,95.25,108.5,15,3.975
"2010-09-01",27.1,1.3,19.75,9.91736,97,113.5,15,3.95
"2010-09-02",26.9,1.29,19.5,9.83471,97,114,15,3.925
"2010-09-03",29.1,1.29,19.125,9.75207,97,111,15.25,3.925
"2010-09-06",30.200001,1.27,17.75,9.58678,97,112.5,15.25,4
"2010-09-07",29.200001,1.27,18.625,9.75207,96.5,110,14.5,3.925
"2010-09-08",28.9,1.27,18.75,9.66942,96.25,109,14.5,3.9
"2010-09-09",28.5,1.26,18.5,9.58678,94.25,108.5,14.63,3.9
"2010-09-10",28.799999,1.25,18.875,9.75207,94.25,108.5,15,3.875
"2010-09-13",29.1,1.26,19,9.66942,96,112,15.25,3.9
"2010-09-14",28.200001,1.27,19,9.75207,94.5,107.5,15.25,3.9
"2010-09-15",28.1,1.27,19,9.75207,92.5,105,15.25,3.9
"2010-09-16",28.4,1.26,19.5,9.66942,91.75,106,14.88,3.85
"2010-09-17",28.5,1.25,19.625,9.83471,91.75,107.5,14.875,3.85
"2010-09-20",28.4,1.25,19.875,9.83471,92.75,106,14.75,3.875
"2010-09-21",28.700001,1.27,19.875,10.2479,94.25,108.5,14.88,3.9
"2010-09-22",29.299999,1.26,19.75,10.0826,96.75,112.5,14.25,3.975
"2010-09-23",29.1,1.27,19.75,9.91736,99.25,113.5,14.38,3.975
"2010-09-24",29,1.27,20,10.0826,99,112.5,14.13,4.15
"2010-09-27",29.4,1.28,21.125,10.5785,100,113,14.5,4.2
"2010-09-28",29.200001,1.28,21.375,10.9917,102.5,114.5,14.5,4.125
"2010-09-29",29.299999,1.32,21.5,10.9091,104,115.5,14.375,4.125
"2010-09-30",29.700001,1.44,21.125,11.157,103.5,117,15.13,4.15
"2010-10-01",29.700001,1.47,20.75,11.3223,104.5,116.5,14.875,4.15
"2010-10-04",29.700001,1.42,21,10.7438,103,116,14.5,3.975
"2010-10-05",29.700001,1.42,20.875,10.7438,103.5,116,14.75,4.05
"2010-10-06",30.200001,1.42,21,10.6612,105.5,118.5,15,3.975
"2010-10-07",30,1.39,21,10.5785,104,116.5,14.75,3.975
"2010-10-08",30.200001,1.31,20.625,10.4959,102.5,115.5,14.5,3.875
"2010-10-11",30.6,1.35,20.75,10.6612,103.5,118,15,3.925
"2010-10-12",30.4,1.35,20.5,10.4132,104,118,15,3.9
"2010-10-13",30.9,1.39,20.5,10.5785,107,120.5,14.88,3.925
"2010-10-14",31.299999,1.38,20.25,10.4959,107,118.5,14.88,4.025
"2010-10-15",31.299999,1.37,20,10.1653,107.5,117.5,15,4.025
"2010-10-18",30.799999,1.37,20.375,9.91736,105.5,116.5,14.88,4
"2010-10-19",31,1.36,20.25,10,106.5,118.5,14.75,3.95
"2010-10-20",30.700001,1.37,20,10.3306,104.5,118,14.75,4
"2010-10-21",30.5,1.36,20.125,10.5785,104.5,118.5,14.63,4.025
"2010-10-22",30.4,1.35,21.125,10.3306,103.5,119.5,14.38,4
"2010-10-26",30.5,1.37,21.625,10.1653,104.5,118,14.25,3.975
"2010-10-27",30,1.35,21.375,10.0826,104,116,14.25,3.925
"2010-10-28",30.200001,1.34,22.125,10.2479,103.5,117.5,14.13,3.925
"2010-10-29",30.299999,1.31,22.25,10.0826,102.5,117,13.88,3.9
"2010-11-01",30.9,1.32,22.5,10.2479,104.5,119.5,14,3.9
"2010-11-02",30.799999,1.31,22.25,10.1653,103,121,13.75,3.85
"2010-11-03",31.4,1.29,21.625,10.0826,105.5,123,14.13,3.8
"2010-11-04",33.099998,1.31,21.5,10,109.5,125,14.13,3.85
"2010-11-05",34.200001,1.31,21.375,10,114,127,14,3.85
"2010-11-08",34.200001,1.35,21.5,10.3306,112,128.5,14,3.85
"2010-11-09",33.799999,1.36,22.125,10.2479,109,127,14.13,3.875
"2010-11-10",33.700001,1.35,21.25,10,108,124,14.38,3.85
"2010-11-11",33.299999,1.3,20.375,10,105.5,122.5,14,3.8
"2010-11-12",32.900002,1.25,20.125,9.75207,103,119.5,13.75,3.725
"2010-11-15",33.200001,1.28,20.25,9.75207,107,120,13.75,3.7
"2010-11-16",32.099998,1.25,19.75,9.58678,103,115.5,13.375,3.675
"2010-11-17",31.6,1.24,19.5,9.58678,102,113.5,13,3.65
"2010-11-18",32.099998,1.27,20.5,9.50413,108,118.5,13,3.7
"2010-11-19",32.299999,1.25,20.875,9.50413,107,121.5,14,3.675
"2010-11-22",32.599998,1.26,21.125,9.58678,108,122.5,14,3.725
"2010-11-23",32.200001,1.24,21,9.33884,106,120,14.63,3.7
"2010-11-24",31,1.24,20.5,9.09091,107.5,122,14.25,3.825
"2010-11-25",30.200001,1.24,20.375,9.33884,106.5,119.5,14.25,3.825
"2010-11-26",30.299999,1.23,20.375,9.33884,104,116,14.13,3.825
"2010-11-29",31.4,1.25,20.25,9.58678,107,119.5,13.875,3.85
"2010-11-30",30.9,1.28,20.5,9.66942,103.5,119.5,13.13,3.825
"2010-12-01",31.299999,1.28,21.25,9.75207,106,120.5,13.38,3.875
"2010-12-02",32.099998,1.26,21.5,9.58678,109.5,123,13.5,3.925
"2010-12-03",32.099998,1.26,21.375,9.58678,109,126,13.63,3.85
"2010-12-07",32.900002,1.26,21,9.75207,110,129,14.25,3.825
"2010-12-08",32.299999,1.25,20.125,9.58678,106.5,126.5,13.63,3.8
"2010-12-09",32.400002,1.25,20.375,9.83471,106.5,128,14,3.875
"2010-12-13",32.599998,1.25,20.5,10.1653,104.5,127,14.13,3.875
"2010-12-14",32.400002,1.25,20.875,10.3306,104.5,125.5,14.13,3.9
"2010-12-15",32,1.25,20.5,10.4959,106,126,14.13,3.9
"2010-12-16",32,1.25,20.125,10.2479,105,124,14.63,3.95
"2010-12-17",32,1.23,20,10.0826,103.5,122.5,14.38,3.9
"2010-12-20",31.799999,1.21,19.875,9.75207,101.5,121,14.25,3.875
"2010-12-21",32.299999,1.22,19.75,9.66942,103,123.5,14.13,3.925
"2010-12-22",32,1.22,19.75,9.75207,104.5,125.5,14,3.875
"2010-12-23",31.9,1.22,19.875,9.66942,104,127,13.88,3.85
"2010-12-24",31.799999,1.22,19.75,9.42149,105,126,13.875,3.925
"2010-12-27",31.799999,1.23,20.125,9.50413,104.5,124.5,13.75,3.95
"2010-12-28",32,1.22,20.125,9.58678,104,124.5,14,3.9
"2010-12-29",32,1.23,19.75,9.91736,105,126,14.13,3.95
"2010-12-30",32,1.23,19.625,9.75207,103.5,125.5,13.375,3.9
"2011-01-04",33,1.26,20,9.66942,104.5,127.5,13.63,3.875
"2011-01-05",33.200001,1.3,20,9.83471,106.5,129.5,13.75,3.9
"2011-01-06",33.200001,1.31,20.125,9.75207,105.5,130.5,13.5,3.85
"2011-01-07",32.200001,1.31,19.625,9.75207,102.5,130.5,13.88,3.85
"2011-01-10",31.799999,1.29,18.875,9.50413,99.5,126.5,13.75,3.8
"2011-01-11",31.9,1.28,19.5,9.50413,97.75,123.5,13.75,3.75
"2011-01-12",32.900002,1.31,18.75,9.58678,98.25,124,13.75,3.725
"2011-01-13",33.299999,1.31,19.25,9.75207,101,129,14,3.725
"2011-01-14",33.200001,1.31,19,9.75207,99.5,129,14.38,3.725
"2011-01-17",32.799999,1.29,18.875,9.58678,99,125.5,14.38,3.725
"2011-01-18",33.400002,1.29,18.875,9.50413,99,124.5,15.25,3.725
"2011-01-19",34.200001,1.3,18.75,9.42149,100.5,125,15.5,3.75
"2011-01-20",33.900002,1.28,18.5,9.50413,99.75,123,15.63,3.7
"2011-01-21",33.900002,1.28,18.25,9.42149,97.5,116,15.25,3.675
"2011-01-24",32.099998,1.22,17.625,9.09091,95.5,112.5,14.25,3.55
"2011-01-25",32.299999,1.19,17.5,8.67769,98,114.5,12.875,3.35
"2011-01-26",33.700001,1.2,18.25,8.84298,98,117,13.63,3.4
"2011-01-27",34.400002,1.2,18.875,8.92562,97.5,118.5,13.5,3.4
"2011-01-28",34.200001,1.22,19.25,9.00826,96,118.5,13.25,3.375
"2011-01-31",33.5,1.2,19.25,8.92562,94,115,13.38,3.275
"2011-02-01",33.799999,1.2,19,8.76033,95.25,115,13.25,3.325
"2011-02-02",34.400002,1.25,19.625,8.84298,98,118,13.38,3.325
"2011-02-03",34.5,1.24,19.25,9.00826,96.5,117,13.13,3.325
"2011-02-04",34.5,1.24,18.875,8.76033,96.25,115,13,3.35
"2011-02-07",33.900002,1.22,18.375,8.76033,95,113.5,13.13,3.35
"2011-02-08",33.700001,1.24,18.25,8.76033,94.25,111.5,13,3.475
"2011-02-09",33,1.22,17.875,8.76033,94,108,12.88,3.4
"2011-02-10",32,1.23,17,8.59504,93,103.5,12.875,3.4
"2011-02-11",31.6,1.21,16.625,8.5124,96,104,12.875,3.375
"2011-02-14",32.400002,1.32,17.125,8.59504,97.25,110,12.88,3.375
"2011-02-15",32.599998,1.26,17.125,8.59504,98,114,13.13,3.375
"2011-02-16",32.900002,1.26,17.5,8.84298,101.5,117,13.25,3.375
"2011-02-17",33.400002,1.28,18.625,9.00826,101.5,118,13.63,3.375
"2011-02-18",33.400002,1.28,18.625,9.00826,101.5,118,13.63,3.375
"2011-02-21",33.099998,1.37,19.375,9.00826,103.5,116.5,13.5,3.375
"2011-02-22",33.299999,1.35,19,8.76033,101.5,113.5,13.25,3.35
"2011-02-23",33.900002,1.54,19.25,8.59504,101.5,112,13.25,3.325
"2011-02-24",34,1.5,18.875,8.59504,98.5,110,12.875,3.3
"2011-02-25",34.299999,1.57,19.5,8.67769,101,114.5,13.375,3.3
"2011-02-28",33.700001,1.57,19.5,8.84298,102,117.5,13.13,3.3
"2011-03-01",33.900002,1.51,19.5,8.67769,103,119.5,13.5,3.375
"2011-03-02",33.400002,1.52,19.375,8.59504,102,119.5,13.375,3.35
"2011-03-03",33.200001,1.55,19.5,8.84298,103.5,120,13.5,3.4
"2011-03-04",33.299999,1.59,19.75,9.09091,103.5,120,13.5,3.45
"2011-03-07",34.200001,1.57,19.875,9.09091,103,120,13.375,3.425
"2011-03-08",34.799999,1.55,20.125,9.42149,104.5,124,13.38,3.375
"2011-03-09",34.400002,1.53,20.25,9.2562,104,124,13.38,3.5
"2011-03-10",34.599998,1.57,20.125,9.33884,105,125,13.25,3.45
"2011-03-11",34.299999,1.56,19.875,9.17355,102,122,12.875,3.5
"2011-03-14",34.900002,1.58,19.625,9.09091,104,124,13,3.5
"2011-03-15",33.799999,1.54,19.125,9.00826,101,120,12.88,3.425
"2011-03-16",33.900002,1.59,19.375,9.00826,101,121,12.875,3.375
"2011-03-17",33.599998,1.57,19,8.84298,100.5,119.5,12.875,3.325
"2011-03-21",34.299999,1.59,19,8.92562,104,124.5,13.13,3.4
"2011-03-22",34.200001,1.66,18.875,8.92562,103.5,125,13,3.45
"2011-03-23",34.5,1.68,19,8.92562,103.5,124,13.63,3.5
"2011-03-24",34.700001,1.67,19.375,8.92562,104.5,126.5,13.5,3.5
"2011-03-25",34.799999,1.65,19.5,9.42149,105,127,13.5,3.55
"2011-03-28",34.599998,1.54,19.375,9.42149,104.5,126.5,13.5,3.55
"2011-03-29",34.599998,1.63,19.625,9.58678,105,126,13.75,3.575
"2011-03-30",35.200001,1.74,20.125,9.91736,108,129.5,13.63,3.65
"2011-03-31",35.400002,1.74,20,9.91736,108,127,14.25,3.6
"2011-04-01",35.700001,1.82,19.875,9.75207,113,130.5,14.75,3.675
"2011-04-04",36.799999,1.97,20,9.75207,115,133,14.5,3.725
"2011-04-05",36.799999,1.9,20,9.83471,115,132,14.63,3.7
"2011-04-07",37.700001,1.91,20.25,9.75207,117,132.5,14.63,3.675
"2011-04-08",37.599998,1.85,20.375,9.75207,115.5,131,14.63,3.625
"2011-04-11",36.799999,1.8,20.5,9.75207,115,129.5,14.38,3.6
"2011-04-12",37.099998,1.9,20.875,9.75207,116.5,131,14.375,3.7
"2011-04-18",37.5,1.85,21.625,9.91736,115.5,129.5,14.375,3.7
"2011-04-19",37.700001,1.85,22,9.75207,114,128,14.5,3.725
"2011-04-20",38.400002,1.85,22.875,9.83471,116,128.5,14.75,3.85
"2011-04-21",38.299999,1.85,22.625,10.1653,116,130,14.75,3.875
"2011-04-22",38,1.89,22.375,9.91736,116.5,129,14.63,3.825
"2011-04-25",37.900002,1.92,22,9.91736,118.5,128,14.38,3.825
"2011-04-26",37.599998,1.9,21.875,9.83471,117.5,126,14.38,3.75
"2011-04-27",37.700001,1.9,22.5,10.0826,116.5,125.5,14.38,3.775
"2011-04-28",37.299999,1.86,21.625,10.0826,116.5,125,14.5,3.75
"2011-04-29",37.5,1.87,21.625,10.4132,116,126.5,14.75,3.7
"2011-05-03",36.400002,1.8,21.25,10.3306,113,122,15.25,3.575
"2011-05-04",36.099998,1.83,21.125,10.4132,115,124,15.25,3.625
"2011-05-06",34.700001,1.77,21.125,10.0826,112.5,122,14.63,3.55
"2011-05-09",35.799999,1.77,21.375,10.3306,114.5,126,14.63,3.575
"2011-05-10",36.099998,1.7,22.375,10.4132,117,127,14.63,3.625
"2011-05-11",36.799999,1.65,22.875,10.4959,116.5,128,14.63,3.7
"2011-05-12",36,1.63,22.375,10.3306,115,127,14.75,3.65
"2011-05-13",36.099998,1.47,22,10.4132,115.5,127,14.75,3.65
"2011-05-18",36.200001,1.4,21.625,10,115.5,124,14.25,3.775
"2011-05-19",36.599998,1.5,21.375,10.0826,114,124.5,14.63,3.825
"2011-05-20",36.099998,1.46,21.625,10.2479,112.5,122.5,14.75,3.775
"2011-05-23",35.200001,1.4,21.75,10,109.5,121,14.5,3.7
"2011-05-24",35.200001,1.46,23.25,10.1653,112.5,123.5,14.63,3.775
"2011-05-25",34.799999,1.43,23.25,10.0826,111.5,121.5,14.25,3.675
"2011-05-26",35.200001,1.44,23,10.0826,113.5,121,14.25,3.7
"2011-05-27",35.400002,1.44,23,10.0826,113.5,122,14.25,3.725
"2011-05-30",35.799999,1.45,22.625,10.0826,114.5,123.5,14.5,3.825
"2011-05-31",35.400002,1.45,22.25,10.0826,115,124.5,14.75,3.925
"2011-06-01",35,1.43,22.625,9.91736,113.5,122,14.75,3.85
"2011-06-02",34.700001,1.43,22.5,9.66942,111,120,15,3.725
"2011-06-03",34.700001,1.42,22.625,9.91736,110,118.5,14.875,3.7
"2011-06-06",34.299999,1.41,22.5,9.91736,107,117.5,14.63,3.675
"2011-06-07",33.900002,1.38,22.25,9.91736,104.5,113.5,14.63,3.675
"2011-06-08",33,1.32,22,9.50413,103.5,111.5,14.75,3.575
"2011-06-09",33.299999,1.32,21.875,9.42149,105.5,112,14.75,3.55
"2011-06-10",33.400002,1.33,22,9.50413,106,111.5,14.63,3.5
"2011-06-13",33.099998,1.32,21.875,9.42149,103.5,111,14.25,3.475
"2011-06-14",33.900002,1.38,22.5,9.33884,106,114,14.38,3.5
"2011-06-15",33.400002,1.4,22.375,9.42149,107,115,14.5,3.475
"2011-06-16",33.200001,1.4,22.25,9.09091,105,114,14.375,3.45
"2011-06-17",33,1.41,21.875,9.17355,104.5,114,14.75,3.45
"2011-06-20",32.900002,1.4,21.25,9.17355,104.5,111,15.13,3.45
"2011-06-21",33.400002,1.4,21.5,9.17355,106,116,14.75,3.5
"2011-06-22",33,1.4,21.5,9.09091,106,114.5,14.75,3.475
"2011-06-23",32.900002,1.39,21.5,9.09091,104,112.5,14.25,3.5
"2011-06-24",33.400002,1.4,21.75,9.2562,105,114,14.75,3.5
"2011-06-27",32.400002,1.39,21.5,9.09091,104.5,115,15,3.475
"2011-06-28",32.400002,1.39,21.625,9.17355,107,116.5,14.88,3.5
"2011-06-29",33.299999,1.43,22,9.42149,110,120,14.75,3.5
"2011-06-30",33.5,1.42,22.125,9.42149,111,123,14.63,3.6
"2011-07-04",35.099998,1.47,23.25,9.66942,120,132,14.75,3.8
"2011-07-05",34.700001,1.53,22.75,9.75207,118.5,130.5,14.75,3.775
"2011-07-06",34,1.49,22.875,9.58678,117,127.5,14.875,3.825
"2011-07-07",33.900002,1.49,23.75,9.58678,118.5,128.5,16,3.925
"2011-07-08",33.5,1.5,23.875,9.83471,120,128.5,15.75,3.875
"2011-07-11",33.099998,1.49,23.25,10.0826,117.5,128,16.129999,3.95
"2011-07-12",32.900002,1.46,23,10.0826,116,124.5,16.25,3.925
"2011-07-13",33.200001,1.47,23.625,10.1653,117,126.5,16.75,4.15
"2011-07-14",33.400002,1.46,23.75,10.0826,116,127.5,16.75,4.275
"2011-07-18",33.799999,1.46,23.75,10.3306,116,127.5,17.129999,4.475
"2011-07-19",34,1.5,23.5,10.4132,121,136,17.629999,4.45
"2011-07-20",34.599998,1.5,23.5,10.4959,118.5,133.5,17.379999,4.825
"2011-07-21",34.900002,1.49,23.625,10.2479,118,135.5,16.875,4.75
"2011-07-22",35.200001,1.56,23.875,10.5785,122,144,18.375,4.75
"2011-07-25",35,1.58,23.875,10.4132,126.5,142.5,18.25,4.9
"2011-07-26",34.799999,1.57,23.75,10.3306,123.5,139.5,17.629999,4.775
"2011-07-27",35.099998,1.59,23.75,10.4959,126.5,141,18.5,4.85
"2011-07-28",35.099998,1.58,24.5,10.4959,127,141,18.5,4.85
"2011-07-29",34.700001,1.56,24.75,11.0744,126.5,141,18.379999,4.7
"2011-08-01",35,1.58,25,11.0744,127.5,142,18.879999,4.65
"2011-08-02",34.799999,1.54,24.875,11.3223,125,139.5,18.25,4.575
"2011-08-03",34.299999,1.5,24.875,11.0744,124,136.5,18.25,4.75
"2011-08-04",34,1.49,24.875,10.8265,122.5,135.5,17.5,4.675
"2011-08-05",33,1.43,24.5,10.1653,118.5,132.5,17.5,4.6
"2011-08-08",32.200001,1.42,23.75,10.0826,118.5,130,17.75,4.475
"2011-08-09",31.1,1.37,23.5,9.83471,117,124.5,17.129999,4.275
"2011-08-10",31.700001,1.39,23.625,10.3306,117,126,17.629999,4.375
