"","Date","TMBTM","SCBTMFPLUS","KFMTFI","TMBGF","KF-CINCOME","SCBSETFUND","ABG","ABSL","ABSM","JB25","ABWOOF"
"1369","7/9/2561","13.5833","11.0064","15.2487","12.4861","10.3378","21.3577","127.1861","49.0606","51.0754","44.6052","12.7719"
"81","10/9/2561","13.5844","11.0076","15.2472","12.4811","10.3578","21.3881","127.1715","49.0535","50.9643","44.6068","12.7787"
"130","11/9/2561","13.5848","11.0078","15.2458","12.4721","10.3408","21.1470","126.4753","48.7637","50.7872","43.8887","12.7476"
"177","12/9/2561","13.5851","11.0081","15.2433","12.4827","10.3623","21.2397","127.0916","49.0225","50.8011","44.2197","12.7222"
"221","13/9/2561","13.5855","11.0084","15.2380","12.4916","10.3736","21.7493","128.9566","49.7643","51.2905","45.5299","12.7155"
"266","14/9/2561","13.5859","11.0088","15.2379","12.4814","10.3837","21.8063","129.1685","49.8402","51.3458","45.5427","12.7981"
"412","17/9/2561","13.5870","11.0099","15.2406","12.4774","10.3837","21.7627","128.9322","49.7538","51.2881","45.3095","12.7678"
"463","18/9/2561","13.5874","11.0101","15.2406","12.4636","10.3896","22.1121","130.6692","50.4080","51.9600","46.1019","12.7662"
"513","19/9/2561","13.5877","11.0103","15.2378","12.4527","10.3919","22.1838","130.4197","50.3027","51.9412","46.2302","12.7727"
"612","20/9/2561","13.5880","11.0107","15.2372","12.4554","10.3887","22.2086","130.2253","50.2536","51.8806","46.3031","12.8211"
"663","21/9/2561","13.5884","11.0110","15.2371","12.4626","10.4210","22.2804","131.0997","50.5595","52.0920","46.3956","12.9059"
"807","24/9/2561","13.5895","11.0118","15.2385","12.4499","10.4100","22.1588","130.7631","50.4203","52.0496","46.1891","12.8970"
"859","25/9/2561","13.5898","11.0122","15.2396","12.4374","10.3988","22.1414","130.4216","50.3292","51.8265","46.2773","12.8821"
"910","26/9/2561","13.5902","11.0124","15.2413","12.4611","10.4030","22.1573","131.0384","50.5263","52.1746","46.2584","12.8785"
"960","27/9/2561","13.5905","11.0128","15.2446","12.4642","10.4133","22.2065","131.6370","50.7310","52.3428","46.3442","12.8384"
"1010","28/9/2561","13.5909","11.0132","15.2434","12.4681","10.4251","22.2476","131.5015","50.6804","52.3756","46.2984","12.8191"
"4","1/10/2561","13.5919","11.0142","15.2438","12.4565","10.4251","22.2689","131.8156","50.8059","52.6106","46.3974","12.7691"
"520","2/10/2561","13.5923","11.0146","15.2438","12.4698","10.4208","22.1023","130.6697","50.3529","52.2675","45.9900","12.7880"
"1065","3/10/2561","13.5926","11.0149","15.2443","12.4450","10.4372","22.0203","130.3505","50.2215","52.1451","45.8867","12.8057"
"1186","4/10/2561","13.5930","11.0152","15.2415","12.4172","10.3599","21.8601","129.6797","49.9459","51.9475","45.5351","12.8144"
"1237","5/10/2561","13.5934","11.0155","15.2390","12.4132","10.3599","21.7322","128.4865","49.5084","51.5034","45.2256","12.8265"
"1378","8/10/2561","13.5945","11.0165","15.2390","12.4165","10.3428","21.4421","127.4968","49.0939","50.9949","44.5912","12.7977"
"1429","9/10/2561","13.5948","11.0168","15.2362","12.4191","10.3382","21.4598","126.8618","48.8796","50.6011","44.6770","12.7267"
"45","10/10/2561","13.5952","11.0171","15.2370","12.4136","10.3230","21.7694","127.9375","49.3105","50.9087","45.3964","12.7162"
"89","11/10/2561","13.5956","11.0170","15.2377","12.4307","10.2209","21.3235","125.8922","48.4987","50.1695","44.3556","12.3013"
"138","12/10/2561","13.5960","11.0173","15.2382","12.4285","10.2035","21.4897","126.3669","48.6813","50.4748","44.6507","12.2566"
"322","16/10/2561","13.5974","11.0186","15.2414","12.4328","10.2139","21.5065","126.3399","48.6697","50.4254","44.6343","12.2458"
"370","17/10/2561","13.5978","11.0190","15.2436","12.4298","10.2384","21.4643","126.4633","48.7102","50.4169","44.5826","12.2982"
"420","18/10/2561","13.5982","11.0194","15.2433","12.4254","10.2382","21.2986","125.8369","48.4580","50.2115","44.3123","12.3017"
"471","19/10/2561","13.5986","11.0196","15.2425","12.4128","10.2266","21.1173","125.4473","48.2875","50.1373","43.9830","12.2124"
"672","22/10/2561","13.5998","11.0205","15.2425","12.4176","10.2213","20.9976","124.8833","48.0985","49.8046","43.9108","12.3071"
"766","24/10/2561","13.6005","11.0211","15.2448","12.4378","10.1809","20.5830","122.7269","47.2270","49.0709","42.8055","12.1857"
"815","25/10/2561","13.6009","11.0214","15.2433","12.4298","10.1419","20.8512","123.5513","47.5820","49.0617","43.4242","11.9680"
"866","26/10/2561","13.6013","11.0216","15.2436","12.4517","10.1146","20.6465","122.5393","47.1607","49.0256","42.8603","12.0122"
"1019","29/10/2561","13.6024","11.0226","15.2471","12.4492","10.1497","20.7458","122.3612","47.1025","48.9385","43.1297","12.1420"
"1118","30/10/2561","13.6028","11.0230","15.2466","12.4419","10.1340","20.7617","122.5374","47.1468","49.0352","43.1056","12.0465"
"1161","31/10/2561","13.6032","11.0233","15.2461","12.4258","10.1684","21.1548","124.3820","47.8772","49.6566","44.1167","12.2186"
"8","1/11/2561","13.6037","11.0239","15.2496","12.4214","10.1710","21.1428","124.2644","47.8428","49.4992","43.9579","12.4533"
"524","2/11/2561","13.6042","11.0245","15.2507","12.3987","10.1806","21.3161","125.2492","48.2081","49.7640","44.2882","12.4533"
"1241","5/11/2561","13.6054","11.0262","15.2541","12.4087","10.1842","21.1641","124.2982","47.8490","49.6213","43.9404","12.4012"
"1287","6/11/2561","13.6059","11.0266","15.2564","12.4102","10.1922","21.1339","123.9554","47.7166","49.5658","44.0179","12.4384"
"1333","7/11/2561","13.6063","11.0269","15.2586","12.4048","10.2256","21.2185","124.2932","47.8924","49.4448","44.2454","12.5203"
"1382","8/11/2561","13.6070","11.0274","15.2599","12.3966","10.2548","21.2901","124.5442","47.9754","49.5293","44.4881","12.5575"
"1433","9/11/2561","13.6072","11.0278","15.2598","12.4136","10.2387","21.1165","123.5506","47.6208","49.0232","44.0966","12.4970"
"142","12/11/2561","13.6085","11.0288","15.2610","12.4308","10.2320","20.9359","122.4715","47.2169","48.6889","43.8107","12.4556"
"189","13/11/2561","13.6089","11.0294","15.2626","12.4229","10.2079","21.0100","122.5198","47.2188","48.6006","43.9723","12.3429"
"234","14/11/2561","13.6093","11.0298","15.2611","12.4254","10.1935","20.9271","122.6436","47.2553","48.5668","43.6941","12.2857"
"278","15/11/2561","13.6097","11.0302","15.2656","12.4104","10.1394","20.7662","122.0737","47.0689","48.0653","43.3477","12.2667"
"326","16/11/2561","13.6102","11.0306","15.2662","12.4283","10.1441","20.7151","121.5236","46.8640","47.8077","43.2895","12.3196"
"475","19/11/2561","13.6114","11.0317","15.2724","12.4220","10.1576","20.7385","121.4505","46.8444","47.5665","43.3900","12.3634"
"574","20/11/2561","13.6119","11.0321","15.2746","12.4092","10.0962","20.4355","119.7477","46.2079","46.7997","42.8373","12.2157"
"625","21/11/2561","13.6122","11.0325","15.2784","12.4107","10.1008","20.5152","120.1990","46.3651","47.0344","42.8895","12.1022"
"676","22/11/2561","13.6127","11.0328","15.2808","12.4064","10.1002","20.3567","119.7633","46.1929","46.8949","42.5768","12.1935"
"721","23/11/2561","13.6132","11.0332","15.2815","12.4122","10.0865","20.5736","120.9409","46.6344","47.3967","43.0841","12.1902"
"870","26/11/2561","13.6145","11.0343","15.2823","12.3996","10.1241","20.6972","121.2377","46.7677","47.3978","43.2595","12.2173"
"923","27/11/2561","13.6149","11.0347","15.2810","12.3997","10.1084","20.7524","121.5501","46.8896","47.5708","43.3335","12.2533"
"973","28/11/2561","13.6153","11.0351","15.2808","12.3959","10.1283","20.8316","122.0314","47.0725","47.8032","43.5070","12.2686"
"1023","29/11/2561","13.6158","11.0354","15.2837","12.3980","10.1597","20.7875","121.6345","46.9063","47.7197","43.4011","12.3944"
"1122","30/11/2561","13.6163","11.0359","15.2865","12.3997","10.1618","20.8554","122.1154","47.1008","47.7904","43.5358","12.3785"
"1073","3/12/2561","13.6176","11.0369","15.2881","12.4032","10.2022","21.2461","124.0852","47.8830","48.3738","44.6816","12.5050"
"1195","4/12/2561","13.6180","11.0367","15.2970","12.4181","10.1970","21.2478","123.8510","47.7956","48.3283","44.7200","12.5031"
"1291","6/12/2561","13.6189","11.0372","15.3030","12.4263","10.0746","21.0118","122.3130","47.2184","47.8230","44.1243","12.1150"
"1336","7/12/2561","13.6194","11.0378","15.3049","12.4318","10.1188","20.9653","122.1010","47.1278","47.8183","43.8900","12.1071"
"97","11/12/2561","13.6209","11.0392","15.3079","12.4285","10.0924","20.7535","120.5907","46.5593","47.3641","43.3723","11.9009"
"146","12/12/2561","13.6214","11.0396","15.3067","12.4228","10.1097","20.7738","120.7099","46.6226","47.3968","43.5085","11.9519"
"193","13/12/2561","13.6218","11.0400","15.3054","12.4214","10.1069","20.5455","119.6062","46.1713","47.1782","42.9149","11.9866"
"238","14/12/2561","13.6222","11.0403","15.3066","12.4320","10.0934","20.4721","119.2389","46.0240","46.9929","42.7923","11.9049"
"378","17/12/2561","13.6233","11.0415","15.3075","12.4473","10.0581","20.3608","118.5341","45.7892","46.6877","42.7630","11.8070"
"429","18/12/2561","13.6236","11.0418","15.3056","12.4532","10.0247","20.1426","117.1536","45.2501","46.1274","42.2354","11.6605"
"480","19/12/2561","13.6240","11.0421","15.3077","12.4529","10.0056","20.3779","118.5325","45.8104","46.3310","42.6744","11.6315"
"578","20/12/2561","13.6243","11.0425","15.3117","12.4410","9.9489","20.3116","118.1411","45.6657","46.1938","42.5853","11.5825"
"629","21/12/2561","13.6248","11.0430","15.3144","12.4384","9.9063","20.2984","117.8448","45.5681","45.7987","42.6663","11.4641"
"774","24/12/2561","13.6260","11.0440","15.3227","12.4417","9.9063","20.2453","117.0063","45.2473","45.6607","42.5994","11.3820"
"824","25/12/2561","13.6265","11.0444","15.3227","12.4397","9.9054","19.8060","114.9286","44.4608","44.8151","41.6004","11.3820"
"875","26/12/2561","13.6268","11.0448","15.3246","12.4394","9.9048","19.8121","114.8248","44.4299","44.7096","41.7077","11.3820"
"927","27/12/2561","13.6275","11.0454","15.3233","12.4404","9.8197","19.6808","114.1838","44.1668","44.5581","41.4537","11.3820"
"977","28/12/2561","13.6281","11.0460","15.3233","12.4475","9.8964","19.8753","115.6831","44.7233","45.1184","41.9242","11.5210"
"515","2/1/2562","13.6302","11.0479","15.3342","12.4696","9.8808","19.9015","115.7339","44.7289","45.0552","41.9504","11.4427"
"1060","3/1/2562","13.6306","11.0483","15.3370","12.4952","9.8933","19.8168","115.6735","44.7094","45.0544","41.7131","11.3892"
"1182","4/1/2562","13.6312","11.0487","15.3359","12.4744","9.9329","20.0046","116.3743","45.0037","45.0751","42.2793","11.2774"
"1324","7/1/2562","13.6324","11.0498","15.3332","12.4720","9.9775","20.2387","117.3609","45.3972","45.4129","42.8000","11.5206"
"1374","8/1/2562","13.6328","11.0502","15.3293","12.4739","10.0326","20.2428","117.2486","45.3532","45.4709","42.7457","11.6100"
"1424","9/1/2562","13.6331","11.0505","15.3291","12.4719","10.0656","20.1955","116.7586","45.1413","45.3625","42.6463","11.7022"
"40","10/1/2562","13.6337","11.0509","15.3328","12.4722","10.0641","20.1579","116.4319","45.0069","45.3356","42.5871","11.6655"
"85","11/1/2562","13.6340","11.0513","15.3351","12.4908","10.0916","20.2764","116.3625","44.9996","45.3984","42.8384","11.7351"
"225","14/1/2562","13.6353","11.0524","15.3425","12.4936","10.0864","20.0865","115.9001","44.8317","45.1337","42.4180","11.6738"
"271","15/1/2562","13.6358","11.0528","15.3402","12.4992","10.0998","20.0059","115.8872","44.8352","44.9533","42.2621","11.6822"
"317","16/1/2562","13.6362","11.0533","15.3405","12.5018","10.1196","20.0054","115.6842","44.7734","44.7044","42.3502","11.6514"
"365","17/1/2562","13.6366","11.0536","15.3377","12.4972","10.1227","20.0453","116.6691","45.1569","45.0086","42.3882","11.6674"
"416","18/1/2562","13.6369","11.0539","15.3375","12.4997","10.1577","20.0772","116.3455","45.0658","44.8162","42.5862","11.7584"
"616","21/1/2562","13.6382","11.0549","15.3398","12.5005","10.1592","20.1371","116.1645","44.9890","44.8656","42.6962","11.8761"
"668","22/1/2562","13.6385","11.0553","15.3408","12.5098","10.1553","20.3321","117.1925","45.3914","45.3334","43.0282","11.8455"
"717","23/1/2562","13.6390","11.0559","15.3422","12.5119","10.1514","20.5481","118.3128","45.8025","45.8291","43.3612","11.7316"
"762","24/1/2562","13.6392","11.0562","15.3432","12.5309","10.1457","20.5878","118.8991","46.0423","45.9540","43.4029","11.7087"
"811","25/1/2562","13.6396","11.0565","15.3417","12.5283","10.1705","20.6334","119.6216","46.3128","46.2737","43.4578","11.7437"
"964","28/1/2562","13.6409","11.0576","15.3416","12.5198","10.1542","20.6530","120.0142","46.4602","46.5433","43.5333","11.7493"
"1015","29/1/2562","13.6413","11.0580","15.3429","12.5342","10.1793","20.6418","119.6704","46.3316","46.4227","43.5657","11.7261"
"1113","30/1/2562","13.6418","11.0586","15.3422","12.5423","10.1921","20.7546","120.1047","46.5044","46.4636","43.7263","11.6982"
"1156","31/1/2562","13.6422","11.0586","15.3442","12.5699","10.2282","20.8592","121.1167","46.8926","46.8887","43.8830","11.7679"
"16","1/2/2562","13.6429","11.0591","15.3464","12.5610","10.2542","20.9790","121.8291","47.1559","47.2435","44.1433","11.8524"
"1199","4/2/2562","13.6443","11.0603","15.3472","12.5518","10.2514","21.0069","122.1599","47.2679","47.6590","44.0897","11.9161"
"1246","5/2/2562","13.6447","11.0606","15.3484","12.5618","10.2826","20.9962","121.9223","47.1841","47.4984","44.0975","11.9548"
"1296","6/2/2562","13.6452","11.0610","15.3490","12.5673","10.2953","21.0629","122.2838","47.3258","47.7427","44.1383","11.9860"
"1340","7/2/2562","13.6457","11.0616","15.3494","12.5851","10.2795","20.9822","122.0130","47.2233","47.6754","44.0410","11.9388"
"1390","8/2/2562","13.6462","11.0620","15.3489","12.6013","10.2710","20.9636","122.0778","47.2402","47.6555","44.0130","11.9340"
"101","11/2/2562","13.6475","11.0636","15.3505","12.5851","10.2826","20.7836","121.1605","46.8816","47.2794","43.6002","11.9337"
"151","12/2/2562","13.6480","11.0636","15.3507","12.5747","10.2933","20.8615","121.4494","46.9858","47.5036","43.6723","11.9706"
"197","13/2/2562","13.6484","11.0641","15.3515","12.5701","10.3095","21.0426","122.3005","47.3115","47.8488","44.0815","12.0760"
"241","14/2/2562","13.6488","11.0645","15.3514","12.5816","10.3108","20.9969","122.1683","47.2618","47.7696","43.9600","12.1183"
"286","15/2/2562","13.6494","11.0650","15.3506","12.5872","10.3268","20.7856","121.0486","46.8422","47.2597","43.5705","12.0459"
"433","18/2/2562","13.6507","11.0663","15.3528","12.5838","10.3256","20.7643","121.0404","46.8433","47.1288","43.5721","12.1175"
"583","20/2/2562","13.6516","11.0671","15.3547","12.5946","10.3516","20.9048","121.5738","47.0625","47.3390","43.8789","12.0789"
"633","21/2/2562","13.6522","11.0675","15.3547","12.5878","10.3504","20.9386","121.4017","46.9760","47.1777","43.9331","12.1522"
"683","22/2/2562","13.6526","11.0679","15.3545","12.6098","10.3694","21.0982","121.9215","47.1914","47.3017","44.2855","12.1897"
"828","25/2/2562","13.6540","11.0692","15.3574","12.6037","10.3882","21.2574","122.4838","47.4122","47.5151","44.7133","12.2445"
"880","26/2/2562","13.6544","11.0695","15.3572","12.6151","10.3881","21.1544","121.9175","47.1897","47.2692","44.4402","12.1890"
"932","27/2/2562","13.6549","11.0698","15.3597","12.6045","10.3881","21.1810","121.8174","47.1801","47.2727","44.4810","12.2098"
"981","28/2/2562","13.6553","11.0702","15.3601","12.5988","10.3878","21.0318","121.1618","46.9187","46.9833","44.0724","12.2368"
"19","1/3/2562","13.6557","11.0703","15.3596","12.5871","10.4024","20.8691","120.8206","46.7840","46.8526","43.8354","12.2827"
"1202","4/3/2562","13.6572","11.0713","15.3599","12.5997","10.4125","20.7939","120.4475","46.6200","46.6678","43.6290","12.3646"
"1250","5/3/2562","13.6576","11.0719","15.3613","12.5985","10.4050","20.8523","120.6030","46.6896","46.6179","43.7287","12.3325"
"1301","6/3/2562","13.6581","11.0723","15.3635","12.6149","10.4010","20.7256","119.7652","46.3510","46.4553","43.4246","12.3605"
"1345","7/3/2562","13.6589","11.0730","15.3640","12.6387","10.3893","20.8419","120.3239","46.5807","46.7075","43.6605","12.2758"
"1394","8/3/2562","13.6592","11.0734","15.3664","12.6483","10.3638","20.8079","119.8561","46.4025","46.4884","43.5689","12.1486"
"105","11/3/2562","13.6607","11.0747","15.3695","12.6441","10.3851","20.7753","119.9259","46.4222","46.5720","43.4685","12.1123"
"155","12/3/2562","13.6611","11.0752","15.3701","12.6565","10.4126","20.7678","119.9463","46.4530","46.4952","43.4581","12.2150"
"202","13/3/2562","13.6616","11.0755","15.3718","12.6596","10.4278","20.9235","120.5770","46.7004","46.6808","43.8348","12.2628"
"246","14/3/2562","13.6622","11.0760","15.3719","12.6607","10.4430","20.8869","120.4678","46.6492","46.6862","43.8279","12.3293"
"290","15/3/2562","13.6629","11.0764","15.3715","12.6748","10.4582","20.7491","119.7188","46.3544","46.4777","43.5476","12.3598"
"437","18/3/2562","13.6643","11.0777","15.3736","12.6736","10.4786","20.6519","119.4242","46.2445","46.3550","43.3259","12.4353"
"488","19/3/2562","13.6646","11.0780","15.3747","12.6771","10.4835","20.8139","120.0013","46.4839","46.4079","43.7035","12.5007"
"588","20/3/2562","13.6653","11.0784","15.3776","12.7009","10.4704","20.7769","119.6127","46.3287","46.3542","43.6141","12.5299"
"638","21/3/2562","13.6657","11.0790","15.3831","12.7048","10.4953","20.8567","120.1285","46.5451","46.4475","43.8126","12.5041"
"687","22/3/2562","13.6662","11.0794","15.3846","12.7366","10.4941","21.0175","121.1385","46.9582","46.5373","44.2976","12.5261"
"832","25/3/2562","13.6677","11.0806","15.3876","12.7434","10.4716","20.7534","119.7786","46.4077","46.1110","43.6517","12.2387"
"884","26/3/2562","13.6681","11.0811","15.3887","12.7444","10.5016","20.8339","120.2730","46.6102","46.2459","43.8526","12.3329"
"937","27/3/2562","13.6686","11.0815","15.3892","12.7634","10.5056","20.7907","120.2212","46.5860","46.2881","43.6891","12.4178"
"986","28/3/2562","13.6690","11.0819","15.3916","12.7641","10.5076","20.8487","120.5145","46.6933","46.3716","43.7552","12.3761"
"1032","29/3/2562","13.6695","11.0823","15.3898","12.7515","10.5181","20.9000","120.8596","46.8252","46.5004","43.8631","12.4114"
"24","1/4/2562","13.6709","11.0835","15.3918","12.7280","10.5467","20.9866","121.6362","47.1093","46.9935","43.9576","12.4892"
